"","ID","ecs","tcr","rcp","pulse","cool","term","start","theta","alpha","delta","prob"
"6172",6172,18,17,"RCP45",60,29,2300,2025,11,0.00291,0.03,0.07
"6173",6173,53,14,"RCP85",10,33,2400,2025,17,0.00208,0.04,0
"6174",6174,17,12,"RCP6",50,4,2300,2025,12,0.01434,0.06,0.04
"6175",6175,43,22,"RCP6",100,32,2400,2100,15,0.00277,0.05,0.04
"6176",6176,46,15,"RCP85",70,5,2500,2100,9,0.01773,0.03,0.05
"6177",6177,40,17,"RCP6",20,16,2400,2025,13,0.00306,0.02,0.09
"6178",6178,82,14,"RCP3PD",10,9,2300,2025,27,0.00628,0.01,0.07
"6179",6179,32,13,"RCP85",40,34,2300,2100,12,0.01641,0.04,0.04
"6180",6180,27,15,"RCP3PD",30,26,2600,2100,13,0.00182,0.02,0.01
"6181",6181,44,20,"RCP85",50,33,2300,2100,13,0.00614,0.06,0.1
"6182",6182,33,25,"RCP85",70,4,2500,2075,34,0.00373,0.06,0.03
"6183",6183,17,13,"RCP85",90,8,2300,2050,13,0.00147,0.04,0
"6184",6184,22,24,"RCP3PD",60,30,2600,2100,19,0.00748,0,0.1
"6185",6185,55,27,"RCP45",10,3,2600,2025,11,0.0034,0.03,0
"6186",6186,47,29,"RCP45",60,35,2500,2025,24,0.00543,0.07,0
"6187",6187,56,12,"RCP6",2,27,2600,2075,34,0.01367,0.06,0.01
"6188",6188,32,11,"RCP3PD",100,11,2600,2050,20,0.01294,0.06,0.08
"6189",6189,23,27,"RCP85",60,10,2600,2050,11,0.00623,0.07,0.08
"6190",6190,16,18,"RCP45",90,17,2600,2075,17,0.00148,0,0.07
"6191",6191,52,25,"RCP3PD",100,17,2600,2075,18,0.01851,0.04,0
"6192",6192,33,26,"RCP6",90,16,2400,2100,5,0.00188,0.05,0.02
"6193",6193,17,23,"RCP6",90,36,2400,2025,17,0.01527,0.03,0.05
"6194",6194,30,46,"RCP45",10,27,2600,2100,12,0.0125,0.02,0.1
"6195",6195,43,23,"RCP3PD",30,16,2500,2025,21,0.00353,0.07,0.01
"6196",6196,51,19,"RCP3PD",2,7,2600,2100,12,0.00699,0.03,0
"6197",6197,123,28,"RCP6",90,32,2600,2050,16,0.00638,0.07,0.09
"6198",6198,30,29,"RCP3PD",100,17,2600,2050,12,0.00579,0.04,0.08
"6199",6199,49,22,"RCP3PD",90,22,2600,2050,8,0.01355,0.04,0.01
"6200",6200,27,21,"RCP6",2,19,2400,2075,8,0.0067,0,0.02
"6201",6201,58,21,"RCP85",30,12,2300,2100,7,0.01659,0.04,0.08
"6202",6202,20,28,"RCP6",40,16,2600,2025,19,0.00118,0,0.07
"6203",6203,73,26,"RCP3PD",40,32,2600,2050,15,0.0125,0.02,0.09
"6204",6204,25,17,"RCP3PD",60,3,2600,2100,21,0.00695,0.04,0.09
"6205",6205,39,8,"RCP6",10,12,2300,2100,7,0.0092,0.07,0.06
"6206",6206,51,21,"RCP45",20,9,2300,2050,7,0.00541,0.06,0
"6207",6207,61,20,"RCP6",60,36,2500,2025,13,0.00473,0.04,0.01
"6208",6208,30,8,"RCP3PD",70,7,2400,2100,8,0.01726,0.04,0.09
"6209",6209,101,14,"RCP6",30,35,2600,2025,8,0.0043,0.06,0.06
"6210",6210,45,19,"RCP85",2,21,2600,2050,14,0.00193,0.07,0.03
"6211",6211,31,20,"RCP3PD",70,22,2400,2025,12,0.00743,0,0.06
"6212",6212,30,13,"RCP3PD",50,28,2600,2025,10,0.00656,0.04,0.04
"6213",6213,20,21,"RCP3PD",60,23,2500,2025,8,0.00641,0.04,0
"6214",6214,19,17,"RCP6",90,10,2600,2050,27,0.00973,0.04,0.02
"6215",6215,38,14,"RCP45",60,5,2400,2075,16,0.00946,0,0.05
"6216",6216,57,24,"RCP45",10,3,2400,2100,13,0.02613,0.01,0.09
"6217",6217,39,19,"RCP85",2,40,2300,2050,15,0.01008,0.04,0.08
"6218",6218,14,18,"RCP85",2,28,2400,2050,13,0.00631,0.04,0
"6219",6219,62,16,"RCP3PD",2,40,2400,2050,5,0.0083,0.02,0.05
"6220",6220,43,29,"RCP45",20,17,2400,2050,13,0.00147,0.04,0
"6221",6221,22,14,"RCP45",10,35,2400,2025,17,0.0244,0.01,0.09
"6222",6222,23,21,"RCP6",70,33,2300,2025,26,0.003,0.04,0.1
"6223",6223,48,23,"RCP6",70,18,2300,2050,7,0.008,0.07,0.08
"6224",6224,44,22,"RCP3PD",60,13,2500,2050,25,0.01785,0,0.08
"6225",6225,20,13,"RCP3PD",80,25,2300,2100,26,0.00546,0.02,0.1
"6226",6226,27,17,"RCP85",80,22,2300,2025,18,0.00238,0.01,0.04
"6227",6227,42,34,"RCP3PD",40,20,2400,2075,28,0.00924,0.02,0.01
"6228",6228,28,19,"RCP3PD",70,18,2500,2100,13,0.00634,0.04,0.07
"6229",6229,17,18,"RCP3PD",70,18,2400,2025,18,0.00954,0.03,0.08
"6230",6230,35,16,"RCP85",90,35,2500,2050,19,0.00857,0.04,0.07
"6231",6231,32,17,"RCP45",50,14,2300,2025,18,0.00679,0,0.03
"6232",6232,24,19,"RCP85",50,31,2600,2025,30,0.00544,0,0.06
"6233",6233,46,24,"RCP85",70,4,2400,2100,18,0.00431,0.01,0.01
"6234",6234,23,11,"RCP6",10,27,2400,2100,34,0.00663,0.02,0.04
"6235",6235,11,8,"RCP85",40,39,2500,2100,11,0.00702,0.07,0.06
"6236",6236,28,26,"RCP6",60,22,2500,2025,8,0.00185,0.04,0.02
"6237",6237,36,26,"RCP3PD",10,15,2400,2100,37,0.00626,0,0.03
"6238",6238,48,13,"RCP6",40,28,2600,2075,12,0.00259,0,0.08
"6239",6239,83,17,"RCP85",20,29,2600,2025,15,0.00479,0,0.06
"6240",6240,49,13,"RCP6",90,20,2400,2075,13,0.00141,0.07,0.09
"6241",6241,32,24,"RCP6",50,36,2300,2025,10,0.00241,0.07,0.04
"6242",6242,31,33,"RCP3PD",90,31,2500,2025,22,0.00284,0.06,0.07
"6243",6243,59,17,"RCP6",90,11,2300,2100,14,0.00361,0.06,0.08
"6244",6244,65,29,"RCP45",30,31,2500,2025,14,0.00385,0.07,0.08
"6245",6245,43,39,"RCP3PD",40,26,2300,2025,15,0.00583,0.02,0.01
"6246",6246,9,36,"RCP85",30,16,2600,2100,6,0.00495,0.01,0.02
"6247",6247,46,9,"RCP6",100,1,2400,2075,12,0.01956,0.07,0.1
"6248",6248,21,43,"RCP6",90,8,2300,2075,15,0.01294,0.07,0.1
"6249",6249,21,11,"RCP45",90,9,2400,2050,15,0.00344,0.01,0.09
"6250",6250,34,7,"RCP85",80,19,2400,2050,17,0.00361,0.05,0.01
"6251",6251,17,14,"RCP45",30,3,2500,2050,23,0.00663,0.07,0.09
"6252",6252,28,13,"RCP6",60,38,2400,2050,14,0.01046,0.03,0.04
"6253",6253,16,18,"RCP85",20,37,2500,2050,23,0.00277,0.07,0.04
"6254",6254,43,18,"RCP85",30,28,2500,2075,18,0.00339,0.05,0.01
"6255",6255,20,11,"RCP45",60,20,2600,2025,28,0.00419,0.02,0.08
"6256",6256,33,27,"RCP45",90,37,2400,2050,16,0.00309,0,0.03
"6257",6257,19,31,"RCP6",2,2,2600,2100,36,0.00383,0.05,0
"6258",6258,32,7,"RCP45",100,7,2500,2050,9,0.01535,0.02,0.06
"6259",6259,87,14,"RCP85",100,8,2300,2075,19,0.00569,0.07,0.1
"6260",6260,40,18,"RCP3PD",2,21,2300,2075,28,0.00283,0.04,0.07
"6261",6261,21,26,"RCP85",60,10,2600,2025,28,0.01283,0.04,0.07
"6262",6262,15,14,"RCP6",60,34,2300,2050,11,0.00411,0.03,0.06
"6263",6263,39,31,"RCP45",10,10,2400,2075,10,0.00811,0.07,0.1
"6264",6264,17,20,"RCP3PD",2,19,2600,2025,36,0.00551,0.01,0
"6265",6265,45,17,"RCP6",70,6,2600,2075,9,0.00223,0,0.05
"6266",6266,26,9,"RCP6",70,36,2400,2025,13,0.00915,0.06,0.02
"6267",6267,44,22,"RCP85",100,16,2500,2075,13,0.00557,0.04,0.07
"6268",6268,33,15,"RCP3PD",70,10,2500,2025,11,0.00347,0.05,0.04
"6269",6269,34,30,"RCP6",2,8,2300,2075,22,0.00743,0.05,0.01
"6270",6270,25,12,"RCP3PD",40,17,2300,2025,13,0.00212,0,0.02
"6271",6271,13,13,"RCP3PD",70,26,2500,2075,19,0.00985,0.03,0
"6272",6272,16,30,"RCP85",20,29,2400,2050,11,0.00951,0.01,0.1
"6273",6273,12,18,"RCP3PD",50,17,2600,2075,14,0.00399,0.02,0.08
"6274",6274,8,10,"RCP6",50,6,2300,2025,10,0.00178,0.02,0.06
"6275",6275,42,11,"RCP85",90,35,2400,2100,16,0.00824,0.06,0.06
"6276",6276,14,17,"RCP3PD",50,21,2600,2025,7,0.00423,0.02,0.01
"6277",6277,25,26,"RCP85",10,21,2400,2075,9,0.0127,0.07,0.01
"6278",6278,19,25,"RCP6",100,9,2400,2100,9,0.0025,0.04,0.07
"6279",6279,81,13,"RCP85",80,19,2500,2025,6,0.00552,0.07,0.08
"6280",6280,21,19,"RCP6",100,33,2600,2100,15,0.00569,0.07,0.06
"6281",6281,34,34,"RCP3PD",100,22,2600,2050,27,0.00565,0.04,0.03
"6282",6282,61,22,"RCP85",70,18,2500,2050,9,0.0066,0.06,0
"6283",6283,63,27,"RCP6",10,33,2600,2075,17,0.01005,0.06,0.1
"6284",6284,21,14,"RCP6",60,26,2300,2050,15,0.00383,0.05,0.04
"6285",6285,47,33,"RCP45",50,28,2300,2100,18,0.01154,0,0.08
"6286",6286,43,17,"RCP45",2,34,2500,2050,17,0.00396,0.04,0.08
"6287",6287,27,22,"RCP6",40,38,2500,2050,12,0.00292,0,0.02
"6288",6288,36,19,"RCP45",2,16,2500,2075,10,0.01021,0.07,0.09
"6289",6289,40,22,"RCP45",70,1,2600,2075,16,0.0089,0.04,0.03
"6290",6290,35,6,"RCP85",60,33,2400,2025,20,0.00859,0.05,0.09
"6291",6291,34,11,"RCP85",40,8,2600,2075,7,0.00581,0,0.09
"6292",6292,25,10,"RCP85",60,11,2400,2100,11,0.00994,0.04,0.03
"6293",6293,12,15,"RCP45",70,25,2500,2100,13,0.01639,0.03,0
"6294",6294,44,23,"RCP6",80,1,2600,2050,14,0.01022,0.04,0.04
"6295",6295,26,15,"RCP85",90,30,2500,2075,21,0.00832,0.07,0.06
"6296",6296,30,17,"RCP45",70,2,2500,2075,14,0.00304,0.04,0.08
"6297",6297,42,11,"RCP45",100,1,2300,2025,22,0.00467,0.07,0.01
"6298",6298,46,19,"RCP45",100,37,2300,2025,12,0.00274,0.05,0.06
"6299",6299,27,20,"RCP6",10,19,2600,2050,12,0.00248,0,0.06
"6300",6300,63,13,"RCP6",60,33,2300,2100,8,0.0058,0.06,0.08
"6301",6301,29,15,"RCP85",50,12,2400,2050,14,0.00241,0.02,0.07
"6302",6302,66,21,"RCP45",2,5,2400,2075,15,0.00585,0.01,0.04
"6303",6303,62,17,"RCP45",80,5,2500,2075,13,0.00154,0.04,0.05
"6304",6304,37,20,"RCP45",10,3,2500,2025,10,0.00596,0.04,0.1
"6305",6305,20,9,"RCP85",20,32,2300,2075,27,0.00458,0.06,0.1
"6306",6306,31,24,"RCP3PD",90,15,2300,2025,9,0.00503,0.06,0.01
"6307",6307,71,11,"RCP45",60,23,2600,2050,25,0.00875,0.01,0.05
"6308",6308,52,22,"RCP85",50,34,2400,2050,22,0.00437,0.01,0.06
"6309",6309,43,20,"RCP45",40,24,2600,2025,12,0.01882,0.04,0.07
"6310",6310,36,26,"RCP3PD",10,34,2500,2075,7,0.00498,0.03,0.01
"6311",6311,21,21,"RCP45",100,40,2300,2100,13,0.00371,0.07,0.07
"6312",6312,8,23,"RCP85",10,8,2500,2050,14,0.00284,0.06,0.02
"6313",6313,33,17,"RCP6",80,35,2300,2075,17,0.01051,0.01,0.01
"6314",6314,15,18,"RCP45",80,9,2300,2100,17,0.00655,0.06,0.06
"6315",6315,57,25,"RCP85",60,16,2500,2050,10,0.00771,0,0.02
"6316",6316,22,36,"RCP45",80,38,2400,2100,12,0.01177,0.03,0.1
"6317",6317,11,23,"RCP6",50,35,2600,2050,10,0.00446,0.03,0.04
"6318",6318,25,17,"RCP6",20,27,2600,2050,13,0.00913,0.01,0.09
"6319",6319,54,25,"RCP6",30,24,2600,2050,14,0.00886,0.03,0.03
"6320",6320,51,19,"RCP6",100,37,2600,2100,16,0.00694,0.05,0.1
"6321",6321,32,15,"RCP45",20,25,2500,2025,16,0.00664,0.02,0.1
"6322",6322,15,19,"RCP3PD",100,30,2500,2050,13,0.00751,0.05,0.09
"6323",6323,24,20,"RCP3PD",50,25,2400,2050,19,0.01629,0.04,0.02
"6324",6324,31,13,"RCP45",50,36,2400,2025,13,0.00197,0,0.03
"6325",6325,20,23,"RCP3PD",60,9,2300,2050,18,0.00128,0.06,0.01
"6326",6326,27,25,"RCP3PD",10,22,2500,2050,11,0.0074,0.05,0.04
"6327",6327,43,26,"RCP85",40,18,2300,2050,13,0.0026,0.01,0.02
"6328",6328,16,13,"RCP85",10,36,2300,2025,13,0.00995,0.05,0
"6329",6329,49,28,"RCP45",60,28,2500,2075,14,0.00472,0.01,0.05
"6330",6330,20,11,"RCP6",90,33,2500,2075,18,0.00396,0.03,0.08
"6331",6331,11,10,"RCP3PD",90,12,2300,2050,10,0.00769,0.01,0.1
"6332",6332,74,14,"RCP6",60,4,2600,2050,19,0.00723,0.05,0.03
"6333",6333,24,14,"RCP6",60,14,2500,2075,7,0.00198,0.05,0.01
"6334",6334,51,27,"RCP45",80,8,2500,2100,12,0.00622,0.07,0.09
"6335",6335,33,15,"RCP45",40,4,2500,2025,21,0.01222,0,0.04
"6336",6336,22,28,"RCP3PD",50,2,2300,2050,8,0.01139,0.02,0.05
"6337",6337,15,20,"RCP85",60,2,2400,2025,14,0.00449,0.05,0.06
"6338",6338,34,26,"RCP3PD",20,26,2500,2025,15,0.0037,0.06,0.01
"6339",6339,15,13,"RCP85",70,36,2600,2100,15,0.00811,0.02,0.08
"6340",6340,17,11,"RCP85",70,3,2300,2075,8,0.00603,0.02,0.01
"6341",6341,29,29,"RCP6",60,15,2400,2075,19,0.00359,0.03,0.05
"6342",6342,38,11,"RCP3PD",60,3,2600,2100,24,0.01594,0.01,0.02
"6343",6343,116,17,"RCP45",60,1,2500,2050,13,0.00707,0.02,0.09
"6344",6344,35,11,"RCP45",50,33,2500,2050,11,0.0107,0.07,0.06
"6345",6345,36,11,"RCP6",30,22,2300,2050,34,0.00591,0.06,0.08
"6346",6346,42,19,"RCP45",80,38,2600,2075,14,0.00187,0,0.1
"6347",6347,42,13,"RCP3PD",90,37,2600,2075,26,0.00904,0.04,0.03
"6348",6348,16,26,"RCP85",40,9,2500,2075,7,0.00654,0.04,0.02
"6349",6349,24,28,"RCP45",20,36,2400,2050,19,0.01044,0.04,0
"6350",6350,27,18,"RCP3PD",90,13,2600,2075,13,0.01073,0.07,0.06
"6351",6351,33,27,"RCP3PD",70,38,2600,2100,5,0.00385,0.06,0
"6352",6352,19,10,"RCP6",40,37,2500,2075,12,0.00343,0.01,0
"6353",6353,32,22,"RCP85",20,1,2600,2025,7,0.00156,0.07,0.03
"6354",6354,91,16,"RCP85",80,9,2500,2100,12,0.00656,0.04,0
"6355",6355,18,12,"RCP85",80,27,2300,2025,25,0.02221,0.02,0.09
"6356",6356,22,11,"RCP6",50,38,2400,2100,22,0.00693,0.02,0.08
"6357",6357,33,24,"RCP85",10,6,2500,2100,14,0.00406,0,0.05
"6358",6358,27,21,"RCP45",60,30,2400,2025,17,0.0089,0,0.09
"6359",6359,43,13,"RCP85",80,15,2500,2050,16,0.01578,0.04,0.06
"6360",6360,24,20,"RCP3PD",40,16,2300,2075,14,0.00442,0.02,0.01
"6361",6361,34,22,"RCP45",100,9,2600,2025,20,0.00908,0.02,0.1
"6362",6362,48,21,"RCP85",30,16,2500,2025,10,0.00639,0.03,0.01
"6363",6363,37,28,"RCP6",60,34,2500,2025,20,0.01321,0.05,0.04
"6364",6364,30,10,"RCP6",10,6,2500,2050,7,0.00589,0.05,0.06
"6365",6365,42,24,"RCP45",90,39,2500,2100,14,0.00093,0.01,0.06
"6366",6366,29,13,"RCP45",70,22,2400,2050,12,0.00522,0.04,0.04
"6367",6367,16,16,"RCP45",50,12,2300,2075,12,0.00409,0,0.1
"6368",6368,59,14,"RCP6",80,33,2500,2100,11,0.00517,0.01,0
"6369",6369,61,24,"RCP85",70,9,2300,2100,17,0.00694,0.05,0.01
"6370",6370,36,41,"RCP85",100,17,2500,2100,16,0.01233,0,0.05
"6371",6371,63,19,"RCP85",40,37,2500,2075,11,0.00556,0.04,0
"6372",6372,41,19,"RCP85",70,7,2500,2075,17,0.00797,0.03,0.05
"6373",6373,21,25,"RCP6",40,12,2300,2050,18,0.00691,0.06,0.06
"6374",6374,59,26,"RCP6",2,23,2400,2100,18,0.00628,0.03,0.05
"6375",6375,15,18,"RCP3PD",80,2,2400,2075,12,0.00624,0.05,0.06
"6376",6376,79,24,"RCP85",90,20,2400,2075,20,0.02858,0,0.08
"6377",6377,21,61,"RCP45",10,14,2500,2025,21,0.01304,0,0.02
"6378",6378,16,19,"RCP85",100,10,2600,2050,15,0.00373,0.02,0.08
"6379",6379,26,12,"RCP45",90,32,2300,2025,21,0.00331,0.03,0.09
"6380",6380,64,36,"RCP85",100,13,2300,2100,16,0.00454,0.07,0.01
"6381",6381,28,39,"RCP85",20,6,2600,2075,24,0.01072,0.05,0.07
"6382",6382,37,20,"RCP3PD",40,34,2400,2100,16,0.00802,0.06,0.04
"6383",6383,28,16,"RCP85",2,13,2300,2025,13,0.0045,0.04,0.08
"6384",6384,36,28,"RCP85",10,10,2500,2100,12,0.01241,0.05,0.04
"6385",6385,18,41,"RCP45",100,2,2500,2100,15,0.0092,0.07,0.03
"6386",6386,39,20,"RCP3PD",10,17,2400,2100,7,0.00109,0.05,0.04
"6387",6387,19,13,"RCP6",10,6,2600,2025,8,0.00426,0.02,0.04
"6388",6388,24,8,"RCP45",30,36,2600,2100,10,0.0083,0,0.01
"6389",6389,29,8,"RCP6",30,6,2400,2075,16,0.00997,0.07,0
"6390",6390,32,17,"RCP3PD",20,13,2600,2100,16,0.00129,0.03,0.01
"6391",6391,31,16,"RCP3PD",10,10,2600,2100,15,0.00317,0,0.1
"6392",6392,14,9,"RCP85",20,38,2300,2100,18,0.01156,0.06,0.01
"6393",6393,10,13,"RCP3PD",90,2,2600,2050,17,0.00332,0,0.03
"6394",6394,50,15,"RCP85",30,35,2600,2100,14,0.01083,0.05,0.04
"6395",6395,36,25,"RCP6",70,20,2500,2025,8,0.00227,0,0.05
"6396",6396,46,19,"RCP45",80,32,2600,2025,12,0.00733,0.05,0.1
"6397",6397,22,19,"RCP6",50,31,2300,2050,9,0.0027,0.01,0.1
"6398",6398,37,20,"RCP85",70,39,2300,2075,22,0.00568,0.02,0.05
"6399",6399,29,16,"RCP45",90,1,2400,2050,15,0.00158,0.07,0.02
"6400",6400,66,14,"RCP6",70,21,2500,2025,16,0.01259,0.07,0.04
"6401",6401,25,12,"RCP85",80,34,2600,2050,19,0.00456,0.01,0.03
"6402",6402,43,24,"RCP3PD",50,28,2400,2075,19,0.01619,0.07,0
"6403",6403,12,22,"RCP3PD",100,36,2600,2025,12,0.00362,0.02,0
"6404",6404,57,16,"RCP6",70,20,2500,2100,31,0.01135,0.02,0.06
"6405",6405,26,30,"RCP45",50,36,2600,2100,14,0.01211,0.05,0
"6406",6406,63,14,"RCP45",30,33,2400,2075,12,0.00414,0.06,0.06
"6407",6407,68,18,"RCP3PD",20,2,2400,2050,24,0.0011,0.07,0.08
"6408",6408,55,12,"RCP45",80,36,2300,2075,24,0.00171,0.03,0.01
"6409",6409,32,23,"RCP45",2,34,2300,2100,11,0.00269,0.03,0.02
"6410",6410,18,35,"RCP45",70,14,2300,2100,8,0.16459,0.06,0.06
"6411",6411,20,10,"RCP85",30,10,2500,2100,16,0.02824,0,0.08
"6412",6412,49,20,"RCP45",20,11,2600,2100,16,0.00448,0.04,0.01
"6413",6413,34,11,"RCP45",2,2,2400,2050,19,0.01865,0.05,0.05
"6414",6414,18,21,"RCP45",80,12,2600,2050,15,0.00917,0.02,0.04
"6415",6415,23,10,"RCP85",30,37,2600,2075,11,0.00698,0.07,0.05
"6416",6416,35,21,"RCP6",50,37,2300,2100,6,0.00718,0.04,0.04
"6417",6417,24,27,"RCP45",20,14,2500,2100,16,0.00169,0.05,0.1
"6418",6418,14,28,"RCP85",30,12,2500,2050,11,0.00383,0,0.06
"6419",6419,38,23,"RCP45",2,6,2300,2050,12,0.0058,0,0.05
"6420",6420,29,39,"RCP45",80,4,2300,2025,7,0.03357,0.03,0.08
"6421",6421,28,33,"RCP45",20,28,2300,2050,11,0.0083,0.06,0
"6422",6422,68,29,"RCP85",40,16,2600,2025,11,0.00963,0.05,0
"6423",6423,43,23,"RCP6",100,17,2500,2050,11,0.00623,0.04,0.06
"6424",6424,47,31,"RCP85",50,34,2500,2025,14,0.04452,0.01,0.07
"6425",6425,18,24,"RCP3PD",90,27,2500,2100,31,0.00791,0.02,0.1
"6426",6426,19,20,"RCP45",90,30,2300,2075,19,0.00223,0.01,0
"6427",6427,15,10,"RCP6",70,21,2600,2100,11,0.00589,0.03,0
"6428",6428,36,35,"RCP6",10,38,2300,2025,18,0.01852,0.04,0
"6429",6429,26,15,"RCP45",20,33,2600,2025,9,0.00547,0.03,0.09
"6430",6430,26,12,"RCP3PD",50,2,2400,2100,11,0.00515,0.01,0.09
"6431",6431,43,11,"RCP85",50,25,2400,2075,12,0.00651,0,0.01
"6432",6432,45,19,"RCP3PD",40,24,2500,2050,9,0.00609,0.07,0.02
"6433",6433,72,25,"RCP85",50,11,2300,2050,29,0.00182,0.03,0.07
"6434",6434,34,33,"RCP45",90,6,2400,2100,18,0.00443,0.05,0.02
"6435",6435,36,14,"RCP45",40,36,2400,2100,21,0.00189,0,0.07
"6436",6436,36,19,"RCP3PD",2,7,2600,2075,17,0.00332,0.01,0.06
"6437",6437,19,46,"RCP45",40,2,2300,2075,22,0.00533,0.01,0.04
"6438",6438,32,14,"RCP85",30,40,2500,2025,15,0.00755,0.01,0.1
"6439",6439,26,23,"RCP85",40,23,2300,2025,21,0.00202,0.04,0.06
"6440",6440,45,18,"RCP6",100,31,2500,2025,11,0.00358,0,0.07
"6441",6441,27,10,"RCP6",80,17,2600,2075,13,0.00319,0.07,0.09
"6442",6442,34,29,"RCP6",20,27,2500,2075,18,0.00438,0.05,0.06
"6443",6443,35,25,"RCP3PD",70,15,2400,2075,12,0.0019,0.06,0.07
"6444",6444,41,35,"RCP6",70,20,2400,2075,29,0.00293,0.05,0.1
"6445",6445,19,21,"RCP85",100,29,2300,2025,10,0.00921,0.06,0.06
"6446",6446,38,24,"RCP45",50,37,2500,2025,11,0.00258,0.01,0.1
"6447",6447,29,33,"RCP45",80,25,2500,2025,12,0.00707,0.03,0
"6448",6448,21,17,"RCP85",100,25,2500,2100,13,0.02334,0.07,0.09
"6449",6449,29,8,"RCP3PD",100,22,2300,2100,14,0.00734,0,0.1
"6450",6450,31,15,"RCP6",60,11,2500,2050,14,0.00296,0,0.05
"6451",6451,21,11,"RCP6",90,37,2500,2050,19,0.01209,0.02,0.05
"6452",6452,21,28,"RCP6",90,33,2600,2100,19,0.0041,0.03,0.07
"6453",6453,34,13,"RCP45",50,37,2600,2025,13,0.00281,0.03,0.06
"6454",6454,22,36,"RCP85",50,14,2500,2075,36,0.01212,0.02,0.03
"6455",6455,18,20,"RCP45",10,23,2500,2075,7,0.0146,0.04,0.08
"6456",6456,9,7,"RCP85",2,5,2300,2100,20,0.00583,0.02,0.04
"6457",6457,60,14,"RCP6",40,1,2600,2075,14,0.01526,0.06,0.01
"6458",6458,34,17,"RCP6",100,22,2500,2050,11,0.00879,0.01,0.02
"6459",6459,34,8,"RCP85",40,0,2400,2050,11,0.00397,0.01,0.1
"6460",6460,18,21,"RCP3PD",40,22,2600,2025,10,0.0016,0.01,0
"6461",6461,21,19,"RCP45",70,37,2300,2050,18,0.00837,0.06,0.03
"6462",6462,29,24,"RCP85",10,38,2500,2075,20,0.00373,0.05,0.01
"6463",6463,44,16,"RCP85",10,9,2600,2025,19,0.00199,0.01,0.06
"6464",6464,12,18,"RCP3PD",80,19,2600,2025,40,0.0059,0.06,0.05
"6465",6465,20,25,"RCP45",70,22,2400,2025,10,0.0095,0,0.06
"6466",6466,37,11,"RCP6",40,20,2600,2025,18,0.00542,0.01,0.04
"6467",6467,29,32,"RCP45",50,36,2400,2075,23,0.00597,0.02,0.02
"6468",6468,31,22,"RCP3PD",80,7,2500,2025,20,0.00742,0.02,0.03
"6469",6469,28,20,"RCP45",10,39,2400,2100,14,0.01203,0.06,0.07
"6470",6470,38,22,"RCP45",10,30,2500,2075,18,0.0091,0,0.04
"6471",6471,50,18,"RCP3PD",10,29,2400,2100,41,0.01451,0.03,0.05
"6472",6472,16,10,"RCP45",2,35,2500,2075,13,0.01015,0.07,0.01
"6473",6473,18,33,"RCP6",60,35,2600,2075,15,0.01229,0.06,0.07
"6474",6474,32,20,"RCP6",20,2,2500,2100,8,0.00174,0.07,0
"6475",6475,53,12,"RCP6",80,4,2300,2100,21,0.0059,0.02,0.06
"6476",6476,32,14,"RCP3PD",2,22,2300,2075,14,0.00166,0.02,0.02
"6477",6477,31,23,"RCP6",20,21,2400,2025,34,0.00346,0.02,0.01
"6478",6478,29,30,"RCP3PD",90,6,2300,2100,6,0.0136,0.03,0
"6479",6479,76,11,"RCP3PD",80,13,2400,2050,14,0.0011,0,0.09
"6480",6480,34,23,"RCP3PD",20,12,2600,2075,13,0.00225,0,0.04
"6481",6481,7,11,"RCP45",90,19,2600,2075,29,0.00436,0,0.09
"6482",6482,18,22,"RCP85",100,3,2300,2100,16,0.00294,0.05,0.03
"6483",6483,29,16,"RCP45",50,24,2400,2075,19,0.00353,0.06,0.07
"6484",6484,34,19,"RCP45",20,19,2600,2075,15,0.00609,0.03,0.02
"6485",6485,27,23,"RCP6",20,15,2600,2075,19,0.01354,0.03,0.08
"6486",6486,27,19,"RCP6",100,28,2300,2050,38,0.00285,0.05,0.04
"6487",6487,51,10,"RCP3PD",100,19,2400,2075,26,0.00378,0.04,0
"6488",6488,33,15,"RCP45",60,5,2500,2025,14,0.00451,0.05,0
"6489",6489,14,19,"RCP6",80,19,2300,2100,16,0.00861,0.07,0.01
"6490",6490,52,22,"RCP45",50,6,2300,2075,24,0.00306,0.04,0
"6491",6491,70,19,"RCP45",10,37,2300,2050,19,0.00719,0.01,0
"6492",6492,31,16,"RCP6",70,10,2500,2075,15,0.00255,0.02,0.02
"6493",6493,26,18,"RCP85",10,27,2300,2050,11,0.01556,0,0.07
"6494",6494,46,15,"RCP3PD",50,17,2500,2050,15,0.01001,0.01,0
"6495",6495,24,13,"RCP85",40,38,2400,2025,20,0.01635,0.05,0.03
"6496",6496,87,21,"RCP85",80,13,2400,2050,13,0.00308,0,0.02
"6497",6497,41,24,"RCP45",70,33,2400,2025,18,0.00322,0.05,0
"6498",6498,77,8,"RCP85",90,14,2500,2025,10,0.00537,0.06,0.1
"6499",6499,36,18,"RCP3PD",90,20,2600,2025,8,0.02044,0.05,0.09
"6500",6500,24,10,"RCP6",10,2,2500,2050,25,0.01932,0,0.09
"6501",6501,76,25,"RCP6",60,4,2500,2075,24,0.0053,0.07,0.05
"6502",6502,42,28,"RCP6",50,6,2300,2100,24,0.00291,0.07,0.09
"6503",6503,42,20,"RCP3PD",70,15,2300,2075,18,0.00491,0.02,0.01
"6504",6504,81,16,"RCP45",90,6,2300,2025,17,0.00527,0,0.04
